George Michael,Hard Day,1988,0.0036928236033577514
Jo Stafford,Wunderbar,1950,0.0055126948237180715
Procol Harum,Broken Barricades,1971,0.010712851190042087
Cher,You Wouldn't Know Love,1990,0.007134949069903844
The Pussycat Dolls,Stickwitu,2005,0.09251935355054186
Aerosmith,Rats In The Cellar,1988,0.007035338936866585
U2,Walk On,2001,0.05313591296323116
Gene Kelly,Singin' In The Rain,1952,0.037118545222697134
Neil Diamond,Cracklin' Rosie,1970,0.07538954629365324
Vic Damone,Vagabond Shoes,1950,0.012187623022871071
Men Without Hats,The Safety Dance,1983,0.0682276186542297
Hall & Oates,Man On A Mission,2003,0.04386141892346953
Sean Kingston,Fire Burning,2009,0.04690622590881758
Smokey Robinson & The Miracles,Special Occasion,1968,0.007893593132681481
Beck,Jack-Ass,1997,0.011884495754199247
Eva Cassidy,Over The Rainbow,2001,0.005899068493480904
Martin Solveig,C'est La Vie,2008,0.005298057183269686
Lionel Richie,Don't Stop The Music,2001,0.008064755685905723
The Shirelles,Mama Said,1961,0.02307731852279501
The Temptations,Ball Of Confusion (That's What The World Is Today),1970,0.03137615181075191
U2,New Year's Day,1983,0.04256820195175732
Mungo Jerry,In The Summertime,1970,0.1490858449440597
Dion,Donna The Prima Donna,1963,0.02650616569723161
Gerry & The Pacemakers,You'll Never Walk Alone,1963,0.043364283106397186
Coldplay,Speed Of Sound,2005,0.08578913637903653
Right Said Fred,Play On,2006,0.003884947371911869
The Rubettes,Sugar Baby Love,1974,0.1044563177737891
The Who,You Better You Bet,1981,0.028137873543344013
Carol Douglas,Night Fever,1978,0.0033384818064250144
The Everly Brothers,Bird Dog,1958,0.10056649123803545
The Coasters,Yakety Yak,1958,0.05853731005578824
Ozzy Osbourne,No More Tears,1991,0.03684454175105114
Perry Como,I'm Always Chasing Rainbows,1946,0.02224594389191638
Eminem,Mockingbird,2005,0.06407178091308398
Lloyd Price,I'm Gonna Get Married,1959,0.025092482370539005
Westlife,Fool Again,2000,0.015645137909393987
Sparks,Beat The Clock,1979,0.010885595759842218
Al Hibbler,Unchained Melody,1955,0.09309128316918992
Mario Lanza,Serenade,1956,0.013997261654361548
Gerry & The Pacemakers,It's Gonna Be Alright,1965,0.01045803310639719
The Fugees,Ready Or Not,1996,0.04471502471055762
Lonnie Johnson,She's Making Whoopee In Hell Tonight,1930,0.009207209224122655
Tex Ritter,There's a New Moon Over My Shoulder,1944,0.007088985126790311
Vaughn Monroe,There I Go,1940,0.030789134335280265
The Platters,I'll Be Home,1966,0.0024765365506355455
Dusty Springfield,Every Ounce Of Strength,1966,0.002493884329589793
Frankie Ford,Time After Time,1960,0.004650457984796056
Donavon Frankenreiter,Free,2004,0.01701461196018365
Nirvana,Sliver,1990,0.022212906591299368
Atlantic Starr,Secret Lovers,1986,0.03405544503953323
LaVern Baker,Tweedle Dee,1955,0.021775007627014325
